"Livingstone","Livingstone","Zambia",-17.821756,25.822692
"Lusaka Intl","Lusaka","Zambia",-15.330817,28.452628
"Mfuwe","Mfuwe","Zambia",-13.258878,31.936581
"Mongu","Mongu","Zambia",-15.254542,23.162306
"Ndola","Ndola","Zambia",-12.998139,28.664944
"Southdowns","Southdowns","Zambia",-12.900469,28.149858
"Prince Said Ibrahim","Moroni","Comoros",-11.533661,43.27185
"Bandaressalam","Moheli","Comoros",-12.298108,43.7664
"Ouani","Anjouan","Comoros",-12.131667,44.430279
"Dzaoudzi Pamandzi","Dzaoudzi","Mayotte",-12.804722,45.281113
"St Denis Gillot","St.-denis","Reunion",-20.8871,55.510308
"St Pierre Pierrefonds","St.-pierre","Reunion",-21.320039,55.423581
"Ivato","Antananarivo","Madagascar",-18.79695,47.478806
"Miandrivazo","Miandrivazo","Madagascar",-19.562778,45.450832
"Sainte Marie","Sainte Marie","Madagascar",-17.093889,49.815834
"Toamasina","Toamasina","Madagascar",-18.109517,49.392536
"Morondava","Morondava","Madagascar",-20.28475,44.317614
"Arrachart","Antsiranana","Madagascar",-12.3494,49.291747
"Avaratra","Mananara","Madagascar",-16.1639,49.773753
"Andapa","Andapa","Madagascar",-14.651667,49.620556
"Ambilobe","Ambilobe","Madagascar",-13.188431,48.987978
"Antsirabato","Antalaha","Madagascar",-14.999411,50.320233
"Analalava","Analalava","Madagascar",-14.629694,47.763783
"Philibert Tsiranana","Mahajanga","Madagascar",-15.667144,46.351828
"Fascene","Nosy-be","Madagascar",-13.312067,48.314822
"Besalampy","Besalampy","Madagascar",-16.741945,44.481388
"Maroantsetra","Maroantsetra","Madagascar",-15.436666,49.688332
"Sambava","Sambava","Madagascar",-14.278611,50.174721
"Vohimarina","Vohemar","Madagascar",-13.375834,50.002777
"Ambalabe","Antsohihy","Madagascar",-14.89875,47.993894
"Ampampamena","Ampampamena","Madagascar",-13.484814,48.632739
"Tolagnaro","Tolagnaro","Madagascar",-25.038056,46.956111
"Fianarantsoa","Fianarantsoa","Madagascar",-21.441558,47.111736
"Farafangana","Farafangana","Madagascar",-22.805286,47.820614
"Manakara","Manakara","Madagascar",-22.119722,48.021667
"Mananjary","Mananjary","Madagascar",-21.201772,48.358317
"Morombe","Morombe","Madagascar",-21.753867,43.375533
"Toliara","Toliara","Madagascar",-23.383369,43.728453
"Mbanza Congo","M'banza-congo","Angola",-6.269897,14.247025
"Benguela","Benguela","Angola",-12.609025,13.403711
"Cabinda","Cabinda","Angola",-5.596992,12.188353
"Culebra Airport","Culebra Island","Puerto Rico",18.3127,-65.3034
"Huambo","Huambo","Angola",-12.808878,15.760547
"Kuito","Kuito","Angola",-12.404633,16.947414
"Lobito","Lobito","Angola",-12.371233,13.536625
"Luanda 4 De Fevereiro","Luanda","Angola",-8.858375,13.231178
"Malanje","Malanje","Angola",-9.525086,16.312406
"Menongue","Menongue","Angola",-14.657583,17.719833
"Negage","Negage","Angola",-7.754506,15.287728
"Porto Amboim","Porto Amboim","Angola",-10.721956,13.765528
"Saurimo","Saurimo","Angola",-9.689067,20.431875
"Soyo","Soyo","Angola",-6.141086,12.371764
"Lubango","Lubango","Angola",-14.924733,13.575022
"Luena","Luena","Angola",-11.768086,19.897672
"Uige","Uige","Angola",-7.603067,15.027822
"Xangongo","Xangongo","Angola",-16.755417,14.965344
"Oyem","Oyem","Gabon",1.543108,11.581361
"Okondja","Okondja","Gabon",-0.665214,13.673133
"Lambarene","Lambarene","Gabon",-0.704389,10.245722
"Bitam","Bitam","Gabon",2.075639,11.493195
"Port Gentil","Port Gentil","Gabon",-0.711739,8.754383
"Omboue Hopital","Omboue Hospial","Gabon",-1.574733,9.262694
"Makokou","Makokou","Gabon",0.579211,12.890908
"Leon M Ba","Libreville","Gabon",0.4586,9.412283
"Mvengue","Franceville","Gabon",-1.656156,13.438036
"Principe","Principe","Sao Tome and Principe",1.662936,7.411742
"Sao Tome Intl","Sao Tome","Sao Tome and Principe",0.378175,6.712153
"Beira","Beira","Mozambique",-19.796419,34.907556
"Inhambane","Inhambane","Mozambique",-23.876431,35.408544
"Lichinga","Lichinga","Mozambique",-13.273986,35.266262
"Lumbo","Lumbo","Mozambique",-15.033058,40.671728
"Maputo","Maputo","Mozambique",-25.920836,32.572606
"Mueda","Mueda","Mozambique",-11.672922,39.563142
"Mocimboa Da Praia","Mocimboa Da Praia","Mozambique",-11.361789,40.354875
"Marrupa","Marrupa","Mozambique",-13.225053,37.552067
"Nacala","Nacala","Mozambique",-14.488233,40.71225
"Nampula","Nampula","Mozambique",-15.105611,39.2818
"Pemba","Pemba","Mozambique",-12.986753,40.522492
"Quelimane","Quelimane","Mozambique",-17.8555,36.869106
"Songo","Songo","Mozambique",-15.602694,32.773189
"Tete Chingodzi","Tete","Mozambique",-16.104817,33.640181
"Ulongwe","Ulongwe","Mozambique",-14.704617,34.352369
"Vilankulo","Vilankulu","Mozambique",-22.018431,35.313297
"Alphonse","Alphonse","Seychelles",-7.004783,52.726247
"Desroches","Desroches","Seychelles",-5.696697,53.655844
"Farquhar","Farquhar","Seychelles",-10.109611,51.176119
"Seychelles Intl","Mahe","Seychelles",-4.674342,55.521839
"Praslin","Praslin","Seychelles",-4.319292,55.691417
"Coetivy","Coetivy","Seychelles",-7.134567,56.278239
"Abeche","Abeche","Chad",13.847,20.844333
"Moundou","Moundou","Chad",8.624406,16.071419
"Ndjamena Hassan Djamous","N'djamena","Chad",12.133689,15.034019
"Faya Largeau","Faya-largeau","Chad",17.917053,19.111078
"J M Nkomo Intl","Bulawayo","Zimbabwe",-20.017431,28.617869
"Charles Prince","Harare","Zimbabwe",-17.751561,30.924706
"Buffalo Range","Chiredzi","Zimbabwe",-21.008083,31.57855
"Victoria Falls Intl","Victoria Falls","Zimbabwe",-18.095881,25.839006
"Harare Intl","Harare","Zimbabwe",-17.931806,31.092847
"Kariba Intl","Kariba","Zimbabwe",-16.519761,28.884981
"Mutoko","Mutoko","Zimbabwe",-17.431917,32.184502
"Mutare","Mutare","Zimbabwe",-18.997499,32.627224
"Masvingo Intl","Masvingo","Zimbabwe",-20.055333,30.859111
"Zvishavane","Zvishavane","Zimbabwe",-20.289497,30.088228
"Gweru Thornhill","Gwert","Zimbabwe",-19.436394,29.861911
"Hwange National Park","Hwange National Park","Zimbabwe",-18.629872,27.021042
"Chileka Intl","Blantyre","Malawi",-15.679053,34.974014
"Karonga","Karonga","Malawi",-9.953569,33.893022
"Kasungu","Kasungu","Malawi",-13.014631,33.468597
"Kamuzu Intl","Lilongwe","Malawi",-13.789378,33.781
"Mzuzu","Mzuzu","Malawi",-11.44475,34.011776
"Moshoeshoe I Intl","Maseru","Lesotho",-29.462256,27.552503
"Mejametalana","Maseru","Lesotho",-29.304053,27.503458
"Ndjili Intl","Kinshasa","Congo (Kinshasa)",-4.38575,15.444569
"Ndolo","Kinshasa","Congo (Kinshasa)",-4.326689,15.327342
"Muanda","Muanda","Congo (Kinshasa)",-5.930858,12.351789
"Kitona Base","Kitona Base","Congo (Kinshasa)",-5.918056,12.447694
"Bandundu","Bandoundu","Congo (Kinshasa)",-3.311319,17.381683
"Kikwit","Kikwit","Congo (Kinshasa)",-5.035767,18.785631
"Mbandaka","Mbandaka","Congo (Kinshasa)",0.0226,18.288744
"Gbadolite","Gbadolite","Congo (Kinshasa)",4.253206,20.975283
"Gemena","Gemena","Congo (Kinshasa)",3.235369,19.771258
"Kotakoli","Kotakoli","Congo (Kinshasa)",4.157639,21.650917
"Lisala","Lisala","Congo (Kinshasa)",2.170658,21.496906
"Kisangani Simisini","Kisangani","Congo (Kinshasa)",0.5175,25.155014
"Matari","Isiro","Congo (Kinshasa)",2.827606,27.588253
"Bunia","Bunia","Congo (Kinshasa)",1.565719,30.220833
"Buta Zega","Buta Zega","Congo (Kinshasa)",2.818347,24.793706
"Bukavu Kavumu","Bukavu/kavumu","Congo (Kinshasa)",-2.308978,28.808803
"Goma","Goma","Congo (Kinshasa)",-1.670814,29.238464
"Kindu","Kindu","Congo (Kinshasa)",-2.919178,25.915361
"Lubumbashi Intl","Lubumashi","Congo (Kinshasa)",-11.591333,27.530889
"Kolwezi","Kolwezi","Congo (Kinshasa)",-10.765886,25.505714
"Kalemie","Kalemie","Congo (Kinshasa)",-5.875556,29.25
"Kamina Base","Kamina Base","Congo (Kinshasa)",-8.642025,25.252897
"Kananga","Kananga","Congo (Kinshasa)",-5.900055,22.469166
"Mbuji Mayi","Mbuji-mayi","Congo (Kinshasa)",-6.121236,23.569008
"Senou","Bamako","Mali",12.533544,-7.949944
"Gao","Gao","Mali",16.248433,-0.005456
"Kayes Dag Dag","Kayes","Mali",14.481233,-11.404397
"Ambodedjo","Mopti","Mali",14.512803,-4.079561
"Tombouctou","Tombouctou","Mali",16.730458,-3.007583
"Tessalit","Tessalit","Mali",20.242983,0.977308
"Banjul Intl","Banjul","Gambia",13.337961,-16.652206
"Fuerteventura","Fuerteventura","Spain",28.452717,-13.863761
"Hierro","Hierro","Spain",27.814847,-17.887056
"La Palma","Santa Cruz De La Palma","Spain",28.626478,-17.755611
"Gran Canaria","Gran Canaria","Spain",27.931886,-15.386586
"Lanzarote","Lanzerote","Spain",28.945464,-13.605225
"Tenerife Sur","Tenerife","Spain",28.044475,-16.572489
"Tenerife Norte","Tenerife","Spain",28.482653,-16.341536
"Melilla","Melilla","Spain",35.279817,-2.956256
"Freetown Lungi","Freetown","Sierra Leone",8.616444,-13.195489
"Cufar","Cufar","Guinea-Bissau",11.287917,-15.1805
"Monrovia Spriggs Payne","Monrovia","Liberia",6.289061,-10.758722
"Monrovia Roberts Intl","Monrovia","Liberia",6.233789,-10.362311
"Inezgane","Agadir","Morocco",30.381353,-9.546311
"Plage Blanche","Tan Tan","Morocco",28.448194,-11.161347
"Saiss","Fez","Morocco",33.927261,-4.977958
"Ifrane","Ifrane","Morocco",33.505319,-5.152903
"Moulay Ali Cherif","Er-rachidia","Morocco",31.9475,-4.398333
"Bassatine","Meknes","Morocco",33.879067,-5.515125
"Angads","Oujda","Morocco",34.78715,-1.923986
"Ben Slimane","Ben Slimane","Morocco",33.655422,-7.22145
"Sale","Rabat","Morocco",34.051467,-6.751519
"Mohammed V Intl","Casablanca","Morocco",33.367467,-7.589967
"Menara","Marrakech","Morocco",31.606886,-8.0363
"Kenitra","Kentira","Morocco",34.298864,-6.595878
"Ouarzazate","Ouarzazate","Morocco",30.939053,-6.909431
"Cherif El Idrissi","Al Hociema","Morocco",35.177103,-3.839525
"Saniat Rmel","Tetouan","Morocco",35.594333,-5.320019
"Ibn Batouta","Tanger","Morocco",35.726917,-5.916889
"Ziguinchor","Ziguinchor","Senegal",12.555617,-16.281783
"Cap Skiring","Cap Skiring","Senegal",12.4102,-16.746125
"Kaolack","Kaolack","Senegal",14.146881,-16.051297
"Leopold Sedar Senghor Intl","Dakar","Senegal",14.739708,-17.490225
"Saint Louis","St. Louis","Senegal",16.050761,-16.463172
"Bakel","Bakel","Senegal",14.847256,-12.468264
"Kedougou","Kedougou","Senegal",12.572292,-12.220333
"Tambacounda","Tambacounda","Senegal",13.736817,-13.653122
"Aioun El Atrouss","Aioun El Atrouss","Mauritania",16.711294,-9.637883
"Tidjikja","Tidjikja","Mauritania",18.570103,-11.423547
"Kiffa","Kiffa","Mauritania",16.589983,-11.406208
"Nema","Nema","Mauritania",16.622,-7.316567
"Kaedi","Kaedi","Mauritania",16.159547,-13.507617
"Nouakchott","Nouakschott","Mauritania",18.097856,-15.947956
"Selibady","Selibabi","Mauritania",15.179692,-12.207272
"Atar","Atar","Mauritania",20.506828,-13.043194
"Nouadhibou","Nouadhibou","Mauritania",20.933067,-17.029956
"Bir Moghrein","Bir Moghrein","Mauritania",25.236697,-11.588697
"Fria","Fira","Guinea",10.350556,-13.569167
"Faranah","Faranah","Guinea",10.035467,-10.769825
"Labe","Labe","Guinea",11.326058,-12.28685
"Amilcar Cabral Intl","Amilcar Cabral","Cape Verde",16.741389,-22.949444
"Rabil","Boa Vista","Cape Verde",16.136531,-22.888897
"Maio","Maio","Cape Verde",15.155928,-23.213703
"Preguica","Sao Nocolau Island","Cape Verde",16.588356,-24.284656
"Sao Pedro","Sao Vicente Island","Cape Verde",16.833689,-25.054661
"Bole Intl","Addis Ababa","Ethiopia",8.977889,38.799319
"Lideta","Addis Ababa","Ethiopia",9.003681,38.726019
"Arba Minch","Arba Minch","Ethiopia",6.039389,37.590453
"Axum","Axum","Ethiopia",14.14675,38.772833
"Bahir Dar","Bahar Dar","Ethiopia",11.608075,37.321644
"Dire Dawa Intl","Dire Dawa","Ethiopia",9.6247,41.854203
"Gambella","Gambella","Ethiopia",8.128764,34.563131
"Gondar","Gondar","Ethiopia",12.5199,37.434047
"South Ari Atoll","Paradies Island","Maldives",3.4833,72.8369
"Jimma","Jimma","Ethiopia",7.666094,36.816639
"Lalibella","Lalibella","Ethiopia",11.975014,38.979969
"Makale","Makale","Ethiopia",13.467367,39.533464
"Asosa","Asosa","Ethiopia",10.01855,34.586253
"Bujumbura Intl","Bujumbura","Burundi",-3.324019,29.318519
"Egal Intl","Hargeisa","Somalia",9.518167,44.088758
"Berbera","Berbera","Somalia",10.389167,44.941106
"Kisimayu","Kismayu","Somalia",-0.377353,42.459233
"Dowagiac Municipal Airport","Dowagiac","United States",41.9929342,-86.1280125
"Alexandria Intl","Alexandria","Egypt",31.183903,29.948889
"Abu Simbel","Abu Simbel","Egypt",22.375953,31.611722
"Cairo Intl","Cairo","Egypt",30.121944,31.405556
"Cairo West","Cairo","Egypt",30.116362,30.915445
"Hurghada Intl","Hurghada","Egypt",27.178317,33.799436
"El Gora","El-gora","Egypt",31.068975,34.129194
"Luxor Intl","Luxor","Egypt",25.671028,32.706583
"Mersa Matruh","Mersa-matruh","Egypt",31.325356,27.221689
"Port Said","Port Said","Egypt",31.279444,32.24
"St Catherine Intl","St. Catherine","Egypt",28.685278,34.0625
"Aswan Intl","Aswan","Egypt",23.964356,32.819975
"El Tor","El-tor","Egypt",28.209028,33.645517
"Eldoret Intl","Eldoret","Kenya",0.404458,35.238928
"Kakamega","Kakamega","Kenya",0.271342,34.787297
"Kisumu","Kisumu","Kenya",-0.086139,34.728892
"Kitale","Kitale","Kenya",0.971989,34.958556
"Cambridge Municipal Airport","Cambridge","United States",39.9750278,-81.5775833
"Lodwar","Lodwar","Kenya",3.121967,35.608692
"Lamu Manda","Lamu","Kenya",-2.252417,40.913097
"Mombasa Moi Intl","Mombasa","Kenya",-4.034833,39.59425
"Naivasha","Naivasha","Kenya",-0.787953,36.433528
"Nairobi Wilson","Nairobi","Kenya",-1.321719,36.814833
"Eastleigh","Nairobi","Kenya",-1.277267,36.862339
"Wajir","Wajir","Kenya",1.733239,40.091606
"Bu Attifel","Buattifel","Libya",28.795372,22.080939
"Warehouse 59e","Giallo","Libya",28.638458,21.438042
"Ghat","Ghat","Libya",25.145564,10.142647
"Kufra","Kufra","Libya",24.178728,23.313958
"Benina","Benghazi","Libya",32.096786,20.269472
"Sebha","Sebha","Libya",26.986964,14.472525
"Tripoli Intl","Tripoli","Libya",32.663544,13.159011
"Marsa Brega","Marsa Brega","Libya",30.378139,19.576444
"Ras Lanuf Oil","Ras Lanouf V 40","Libya",30.500013,18.527161
"Hon","Hon","Libya",29.110106,15.965567
"Dahra","Dahra","Libya",29.472567,17.934936
"Ghadames East","Ghadames","Libya",30.151695,9.715305
"Zella 74","Zella 74","Libya",28.589878,17.293858
"Gisenyi","Gisenyi","Rwanda",-1.677203,29.258875
"Kigali Intl","Kigali","Rwanda",-1.968628,30.13945
"Kamembe","Kamembe","Rwanda",-2.462242,28.90795
"Dongola","Dongola","Sudan",19.153867,30.430094
"Damazin","Damazin","Sudan",11.785889,34.336656
"El Fashir","El Fasher","Sudan",13.614892,25.32465
"Kassala","Kassala","Sudan",15.387494,36.328842
"Kadugli","Kadugli","Sudan",11.138028,29.701122
"El Obeid","El Obeid","Sudan",13.153219,30.232675
"Juba","Juba","Sudan",4.872006,31.601117
"Malakal","Malakal","Sudan",9.558969,31.652242
"Khartoum","Khartoum","Sudan",15.589497,32.553161
"Arusha","Arusha","Tanzania",-3.367794,36.633333
"Mwalimu Julius K Nyerere Intl","Dar Es Salaam","Tanzania",-6.878111,39.202625
"Dodoma","Dodoma","Tanzania",-6.170436,35.752578
"Iringa","Iringa","Tanzania",-7.668633,35.752114
"Kilimanjaro Intl","Kilimanjaro","Tanzania",-3.429406,37.074461
"Lake Manyara","Lake Manyara","Tanzania",-3.376306,35.818278
"Mtwara","Mtwara","Tanzania",-10.339058,40.181781
"Mwanza","Mwanza","Tanzania",-2.444486,32.932667
"Pemba","Pemba","Tanzania",-5.257264,39.811417
"Tanga","Tanga","Tanzania",-5.092358,39.071158
"Zanzibar","Zanzibar","Tanzania",-6.222025,39.224886
"Entebbe Intl","Entebbe","Uganda",0.042386,32.443503
"Dusseldorf Hauptbahnhof","Dusseldorf","Germany",51.220278,6.792778
"Soroti","Soroti","Uganda",1.727578,33.622861
"Tirana Rinas","Tirana","Albania",41.414742,19.720561
"Burgas","Bourgas","Bulgaria",42.569583,27.515236
"Gorna Oryahovitsa","Gorna Orechovica","Bulgaria",43.151444,25.712889
"Plovdiv","Plovdiv","Bulgaria",42.067806,24.850833
"Sofia","Sofia","Bulgaria",42.695194,23.406167
"Stara Zagora","Stara Zagora","Bulgaria",42.376667,25.655195
"Varna","Varna","Bulgaria",43.232072,27.825106
"Larnaca","Larnaca","Cyprus",34.875117,33.62485
"Pafos Intl","Paphos","Cyprus",34.718039,32.485731
"Akrotiri","Akrotiri","Cyprus",34.590416,32.987861
"Dubrovnik","Dubrovnik","Croatia",42.561353,18.268244
"Cepin","Cepin","Croatia",45.542169,18.636233
"Osijek","Osijek","Croatia",45.462667,18.810156
"Pula","Pula","Croatia",44.893533,13.922192
"Grobnicko Polje","Grobnik","Croatia",45.379483,14.503756
"Rijeka","Rijeka","Croatia",45.216889,14.570267
"Split","Split","Croatia",43.538944,16.297964
"Varazdin","Varazdin","Croatia",46.294724,16.38125
"Zagreb","Zagreb","Croatia",45.742931,16.068778
"Zadar","Zadar","Croatia",44.108269,15.346697
"Udbina","Udbina","Croatia",44.55761,15.774361
"Albacete","Albacete","Spain",38.948528,-1.863517
"Alicante","Alicante","Spain",38.282169,-0.558156
"Almeria","Almeria","Spain",36.843936,-2.370097
"Asturias","Aviles","Spain",43.563567,-6.034622
"Cordoba","Cordoba","Spain",37.842006,-4.848878
"Bilbao","Bilbao","Spain",43.301097,-2.910608
"Barcelona","Barcelona","Spain",41.297078,2.078464
"Talavera La Real","Badajoz","Spain",38.89125,-6.821333
"A Coruna","La Coruna","Spain",43.302061,-8.377256
"Armilla","Granada","Spain",37.133222,-3.635694
"Girona","Gerona","Spain",41.900969,2.760547
"Granada","Granada","Spain",37.188731,-3.777356
"Getafe","Madrid","Spain",40.294139,-3.723833
"Ibiza","Ibiza","Spain",38.872858,1.373117
"Jerez","Jerez","Spain",36.744622,-6.060111
"Murcia San Javier","Murcia","Spain",37.774972,-0.812389
"Alexion","Porto Heli","Greece",37.298792,23.148986
"Barajas","Madrid","Spain",40.493556,-3.566764
"Malaga","Malaga","Spain",36.6749,-4.499106
"Menorca","Menorca","Spain",39.862597,4.218647
"Moron Ab","Sevilla","Spain",37.174917,-5.615944
"Ocana","Ocana","Spain",39.9375,-3.503333
"Pamplona","Pamplona","Spain",42.770039,-1.646331
"Alcantarilla","Murcia","Spain",37.951111,-1.230319
"Reus","Reus","Spain",41.147392,1.167172
"Rota Ns","Rota","Spain",36.645211,-6.349458
"Salamanca","Salamanca","Spain",40.952117,-5.501986
"Son Bonet","Son Bonet","Spain",39.598889,2.702778
"Palma De Mallorca","Palma De Mallorca","Spain",39.551675,2.738808
"San Luis","San Luis","Spain",39.862222,4.258333
"San Sebastian","San Sebastian","Spain",43.356519,-1.790611
"Santiago","Santiago","Spain",42.896333,-8.415144
"Seo De Urgel","Seo De Urgel","Spain",42.338611,1.409167
"Torrejon","Madrid","Spain",40.496747,-3.445872
"Valencia","Valencia","Spain",39.489314,-0.481625
"Valladolid","Valladolid","Spain",41.706111,-4.851944
"Cuatro Vientos","Madrid","Spain",40.370678,-3.785144
"Vitoria","Vitoria","Spain",42.882836,-2.724469
"Vigo","Vigo","Spain",42.2318,-8.626775
"Santander","Santander","Spain",43.427064,-3.820006
"Zaragoza Ab","Zaragoza","Spain",41.666242,-1.041553
"Sevilla","Sevilla","Spain",37.418,-5.893106
"Calais Dunkerque","Calais","France",50.962097,1.954764
"Peronne St Quentin","Peronne","France",49.868547,3.029578
"Les Loges","Nangis","France",48.596219,3.006786
"Couterne","Bagnole-de-l'orne","France",48.545836,-0.387444
"Bray","Albert","France",49.971531,2.697661
"Le Touquet Paris Plage","Le Tourquet","France",50.517385,1.620587
"Denain","Valenciennes","France",50.325808,3.461264
"Glisy","Amiens","France",49.873019,2.387075
"La Garenne","Agen","France",44.174721,0.590556
"Cazaux","Cazaux","France",44.533333,-1.125
"Merignac","Bordeaux","France",44.828335,-0.715556
"Roumaniere","Bergerac","France",44.825279,0.518611
"Francazal","Toulouse","France",43.545555,1.3675
"Chateaubernard","Cognac","France",45.658333,-0.3175
"Biard","Poitiers","France",46.587745,0.306666
"Montlucon Gueret","Montlucon-gueret","France",46.222644,2.363964
"Bellegarde","Limoges","France",45.862778,1.179444
"Mont De Marsan","Mont-de-marsan","France",43.911667,-0.5075
"Souche","Niort","France",46.311303,-0.401503
"Blagnac","Toulouse","France",43.629075,1.363819
"Pau Pyrenees","Pau","France",43.38,-0.418611
"Lherm","La Rochelle","France",43.448891,1.263333
"Lourdes","Tarbes","France",43.178675,-0.006439
"Brie Champniers","Angouleme","France",45.729247,0.221456
"La Roche","Brive","France",45.150833,1.469167
"Bassillac","Perigueux","France",45.198055,0.815556
"Anglet","Biarritz-bayonne","France",43.468419,-1.523325
"Lalbenque","Cahors","France",44.351387,1.475278
"Antichan","St.-girons","France",43.007764,1.10315
"La Teste De Buch","Arcachon","France",44.59639,-1.110833
"Le Sequestre","Albi","France",43.913887,2.113056
"Mazamet","Castres","France",43.55625,2.289183
"Lasbordes","Toulouse","France",43.586113,1.499167
"Larzac","Millau","France",43.989342,3.183
"Montdragon","Graulhet","France",43.771111,2.010833
"Marcillac","Rodez","France",44.407869,2.482672
"Thalamy","Ussel","France",45.534721,2.423889
"Villeneuve Sur Lot","Villeneuve-sur-lot","France",44.396946,0.758889
"Medis","Royan","France",45.628056,-0.9725
"Mimizan","Mimizan","France",44.146111,-1.174444
"Aire Sur L Adour","Aire-sur-l'adour","France",43.709444,-0.245278
"Montauban","Montauban","France",44.025694,1.378042
"Lamothe","Auch","France",43.687778,0.601667
"Artigues De Lussac","Libourne","France",44.982498,-0.134722
"Les Pujols","Pamiers","France",43.090556,1.695833
"Virazeil","Marmande","France",44.498919,0.200514
"St Agnant","Rochefort","France",45.887779,-0.983056
"Pontivy","Pontivy","France",48.056789,-2.921244
"Aubigny Sur Nere","Aubigny-sur-nere","France",47.474167,2.393055
"Scaer","Guiscriff-scaer","France",48.052508,-3.664717
"Ancenis","Ancenis","France",47.408056,-1.1775
"Brienne Le Chateau","Brienne-le Chateau","France",48.429764,4.482222
"Houssen","Colmar","France",48.109853,7.359011
"Challanges","Beaune","France",47.005886,4.893425
"Tavaux","Dole","France",47.039014,5.42725
"Joigny","Joigny","France",47.992222,3.392222
"Le Rozelier","Verdun","France",49.122383,5.469047
"Ardeche Meridionale","Aubenas-vals-lanas","France",44.544236,4.372192
"Loudes","Le Puy","France",45.080689,3.762889
"Coltines","St.-flour","France",45.076389,2.993611
"Ceyzeriat","Bourg","France",46.20089,5.292028
"Tarare","Vilefrance","France",45.901947,4.634906
"Montbeugny","Moulins","France",46.534581,3.423725
"Belmont","St.-afrique-belmont","France",43.823334,2.745278
"Cassagnes Begonhes","Cassagnes-beghones","France",44.177776,2.515
"Metz Nancy Lorraine","Metz","France",48.982142,6.251319
"Poretta","Bastia","France",42.552664,9.483731
"Saint Catherine","Calvi","France",42.530753,8.793189
"Sud Corse","Figari","France",41.500557,9.097777
"Campo Dell Oro","Ajaccio","France",41.923637,8.802917
"Propriano","Propriano","France",41.660558,8.889747
"Solenzara","Solenzara","France",41.924416,9.406
"Corte","Corte","France",42.29361,9.193055
"Branches","Auxerre","France",47.850193,3.497111
"Aix Les Bains","Chambery","France",45.63805,5.880225
"Auvergne","Clermont Ferrand","France",45.786661,3.169169
"Bourges","Bourges","France",47.058056,2.370278
"Challes Les Eaux","Chambery","France",45.56105,5.975761
"Champforgeuil","Chalon","France",46.826108,4.817633
"Annemasse","Annemasse","France",46.191972,6.268386
"Saint Exupery","Lyon","France",45.726387,5.090833
"Charnay","Macon","France",46.295103,4.795767
"Saint Yan","St.-yan","France",46.412536,4.013264
"Renaison","Roanne","France",46.058334,4.001389
"Meythet","Annecy","France",45.929233,6.098764
"Saint Geoirs","Grenoble","France",45.362944,5.329375
"Domerat","Montlucon","France",46.352525,2.570486
"Chabeuil","Valence","France",44.921594,4.9699
"Charmeil","Vichy","France",46.169689,3.403736
"Aurillac","Aurillac","France",44.891388,2.421944
"Deols","Chateauroux","France",46.862194,1.730667
"Bron","Lyon","France",45.727172,4.944275
"Aix Les Milles","Aix-les-milles","France",43.505554,5.367778
"Le Cannet","Le Luc","France",43.384672,6.387139
"Mandelieu","Cannes","France",43.54205,6.953478
"Boutheon","St.-etienne","France",45.540554,4.296389
"Le Tube","Istres","France",43.522736,4.923844
"Salvaza","Carcassonne","France",43.215978,2.306317
"Provence","Marseille","France",43.435555,5.213611
"Cote D Azur","Nice","France",43.658411,7.215872
"Caritat","Orange","France",44.140481,4.866717
"Rivesaltes","Perpignan","France",42.740442,2.870667
"Le Castellet","Le Castellet","France",43.252506,5.785189
"Deaux","Ales","France",44.069656,4.142122
"Mediterranee","Montpellier","France",43.576194,3.963014
"Vias","Beziers","France",43.323522,3.353903
"Caumont","Avignon","France",43.9073,4.901831
"Salon","Salon","France",43.606415,5.10925
"Lezignan Corbieres","Lezignan-corbieres","France",43.175835,2.734167
"Brenoux","Mende","France",44.502108,3.532819
"Carpentras","Carpentras","France",44.029847,5.078058
"Avord","Avord","France",47.053333,2.6325
"Tille","Beauvais","France",49.454444,2.112778
"Chateaudun","Chateaudun","France",48.058142,1.376625
"St Florent","Saumur","France",47.256839,-0.115142
"Fauville","Evreux","France",49.028669,1.219864
"Octeville","Le Havre","France",49.533889,0.088056
"Abbeville","Abbeville","France",50.143492,1.831892
"Bricy","Orleans","France",47.987778,1.760556
"Vatry","Chalons","France",48.776072,4.184492
"Vallee De Seine","Rouen","France",49.384172,1.1748
"Val De Loire","Tours","France",47.432222,0.727606
"Le Pontreau","Cholet","France",47.082136,-0.877064
"Entrammes","Laval","France",48.031361,-0.742986
"St Denis De L Hotel","Orleans","France",47.896946,2.163333
"Le Bourget","Paris","France",48.969444,2.441389
"Creil","Creil","France",49.253547,2.519139
"Charles De Gaulle","Paris","France",49.012779,2.55
"Voisins","Coulommiers","France",48.837653,3.016117
"Villaroche","Melun","France",48.604725,2.671119
"Toussus Le Noble","Toussous-le-noble","France",48.751922,2.106189
"Orly","Paris","France",48.725278,2.359444
"Cormeilles En Vexin","Pontoise","France",49.096647,2.040833
"Velizy","Villacoublay","France",48.774406,2.201536
"Prunay","Reims","France",49.208689,4.156581
"Barberey","Troyes","France",48.322136,4.016703
"Croismare","Luneville","France",48.593275,6.543456
"Rouvres","Etain","France",49.226917,5.672219
"Bellevue","Autun","France",46.967283,4.260572
"Fourchambault","Nevers","France",47.002625,3.113333
"Epinoy","Cambrai","France",50.221814,3.154236
"Elesmes","Maubeuge","France",50.310467,4.033119
"La Veze","Besancon-la-veze","France",47.206567,6.083681
